word,pinyin
误解,wùjiě
诱,yòu
诱惑,yòuhuò
说,shuō
说不定,shuōbudìng
说情,shuōqíng
说明,shuōmíng
说服,shuōfú
说法,shuōfa
说谎,shuōhuǎng
请,qǐng
请假,qǐngjià
请客,qǐngkè
请帖,qǐngtiě
请愿,qǐngyuàn
请教,qǐngjiào
请柬,qǐngjiǎn
请求,qǐngqiú
请示,qǐngshì
请问,qǐngwèn
诸位,zhūwèi
诸如此类,zhūrúcǐlèi
读,dú
读书,dúshū
读物,dúwù
读者,dúzhě
诽谤,fěibàng
课,kè
课堂,kètáng
课文,kèwén
课时,kèshí
课本,kèběn
课程,kèchéng
课题,kètí
谁,sheí
调,diào
调剂,tiáojì
调动,diàodòng
调和,tiáohé
调度,diàodù
调换,diàohuàn
调整,tiáozhěng
调查,diàochá
调皮,tiáopí
调节,tiáojié
调解,tiáojiě
谅解,liàngjiě
谈,tán
谈判,tánpàn
谈天,tántiān
谈论,tánlùn
谈话,tánhuà
谋,móu
谋求,móuqiú
谜语,míyǔ
谢绝,xièjué
谢谢,xièxie
谣言,yáoyán
谦虚,qiānxū
谦逊,qiānxùn
谨慎,jǐnshèn
谬论,miùlùn
谱,pǔ
谱曲,pǔqǔ
谴责,qiǎnzé
谷子,gǔzi
豁,huō
豆子,dòuzi
豆浆,dòujiāng
豆腐,dòufu
豌豆,wāndòu
象,xiàng
象征,xiàngzhēng
豪华,háohuá
贝壳,bèiké
负,fù
负伤,fùshāng
负担,fùdān
负责,fùzé
贡献,gòngxiàn
财,cái
财产,cáichǎn
财会,cáikuài
财力,cáilì
财务,cáiwù
财富,cáifù
财政,cáizhèng
财经,cáijīng
责任,zérèn
责任制,zérènzhì
责备,zébèi
责怪,zéguài
贤惠,xiánhuì
败,bài
败坏,bàihuài
货,huò
货币,huòbì
货物,huòwù
质,zhì
质变,zhìbiàn
质朴,zhìpǔ
质量,zhìliàng
贩卖,fànmài
贪,tān
贪污,tānwū
贫,pín
贫乏,pínfá
贫困,pínkùn
贫民,pínmín
贫穷,pínqióng
贫苦,pínkǔ
贬义,biǎnyì
贬低,biǎndī
贬值,biǎnzhí
购,gòu
购买,gòumǎi
贯彻,Guànchè
贰,èr
贱,jiàn
贴,tiē
贵,guì
贵姓,guìxìng
贵宾,guìbīn
贵族,guìzú
贵重,guìzhòng
贷,dài
贷款,dàikuǎn
贸易,màoyì
费,fèi
费力,fèilì
费用,fèiyòng
贺词,hècí
贼,zéi
贿赂,huìlù
资产,zīchǎn
资产阶级,zīchǎnjiējí
资助,zīzhù
资料,zīliào
资本,zīběn
资本主义,zīběnzhǔyì
资本家,zīběnjiā
资格,zīgé
资源,zīyuán
资金,zījīn
赋予,fùyǔ
赌,dǔ
赌博,dǔbó
赏,shǎng
赔,péi
赔偿,péicháng
赔款,péikuǎn
赖,lài
赚,zhuàn
赛,sài
赞助,zànzhù
赞叹,zàntàn
赞同,zàntóng
赞成,zànchéng
赞扬,zànyáng
赞美,zànměi
赞赏,zànshǎng
赠送,zèngsòng
赢,yíng
赢得,yíngdé
赤字,chìzì
赤道,chìdào
走,zǒu
走后门儿,zǒuhòuménr
走向,zǒuxiàng
走廊,zǒuláng
走弯路,zǒuwānlù
走漏,zǒulòu
走狗,zǒugǒu
走私,zǒusī
走访,zǒufǎng
走道,zǒudào
赴,fù
赶,gǎn
赶上,gǎnshàng
赶忙,gǎnmáng
赶快,gǎnkuài
赶紧,gǎnjǐn
起,qǐ
起义,qǐyì
起伏,qǐfú
起初,qǐchū
起劲,qǐjìn
起哄,qǐhòng
起床,qǐchuáng
起来,qǐlái
起源,qǐyuán
起点,qǐdiǎn
起码,qǐmǎ
起草,qǐcǎo
起诉,qǐsù
起身,qǐshēn
起飞,qǐfēi
趁,chèn
超,chāo
超产,chāochǎn
超出,chāochū
超级,chāojí
超越,chāoyuè
超过,chāoguò
超额,chāo'é
越,yuè
越_越_,yuè_yuè_
越冬,yuèdōng
越来越_,yuèláiyuè_
越过,yuèguò
趋势,qūshì
趋向,qūxiàng
趟,tàng
趣味,qùwèi
足,zú
足以,zúyǐ
足球,zúqiú
趴,pā
跃,yuè
跃进,yuèjìn
跌,diē
跑,pǎo
跑步,pǎobù
跑道,pǎodào
距,jù
距离,jùlí
跟,gēn
跟前,gēnqián
跟头,gēntou
跟踪,gēnzōng
跟随,gēnsuí
跨,kuà
跪,guì
路,lù
路上,lùshang
路口,lùkǒu
路子,lùzi
路程,lùchéng
路线,lùxiàn
路过,lùguò
路面,lùmiàn
跳,tiào
跳动,tiàodòng
跳舞,tiàowǔ
跳跃,tiàoyuè
跳远,tiàoyuǎn
跳高,tiàogāo
践踏,jiàntà
跺,duò
踊跃,yǒngyuè
踌躇,chóuchú
踏,tà
踏实,tāshi
踢,tī
踩,cǎi
踪迹,zōngjì
蹄,tí
蹦,bèng
蹬,dēng
蹭,cèng
蹲,dūn
身,shēn
身份,shēnfen
身体,shēntǐ
身子,shēnzi
身材,shēncái
身边,shēnbiān
躲,duǒ
躲藏,duǒcáng
躲避,duǒbì
躺,tǎng
车,chē
车厢,chēxiāng
车床,chēchuáng
车站,chēzhàn
车辆,chēliàng
车间,chējiān
轧,yà
轨道,guǐdào
转,zhuàn
转交,zhuǎnjiāo
转入,zhuǎnrù
转动,zhuàndòng
转化,zhuǎnhuà
转变,zhuǎnbiàn
转向,zhuǎnxiàng
转告,zhuǎngào
转弯,zhuǎnwān
转折,zhuǎnzhé
转换,zhuǎnhuàn
转播,zhuǎnbō
转移,zhuǎnyí
转让,zhuǎnràng
转达,zhuǎndá
轮子,lúnzi
轮廓,lúnkuò
轮流,lúnliú
轮船,lúnchuán
软,ruǎn
软件,ruǎnjiàn
软弱,ruǎnruò
轰动,hōngdòng
轰炸,hōngzhà
轰轰烈烈,hōnghōnglièliè
轻,qīng
轻便,qīngbiàn
轻工业,qīnggōngyè
轻微,qīngwēi
轻快,qīngkuài
轻易,qīngyì
轻松,qīngsōng
轻视,qīngshì
载,zài
轿车,jiàochē
较,jiào
较量,jiàoliàng
辅助,fǔzhù
辅导,fǔdǎo
辆,liàng
辈,bèi
辉煌,huīhuáng
辐射,fúshè
输,shū
输入,shūrù
输出,shūchū
输送,shūsòng
辛勤,xīnqín
辛苦,xīnkǔ
辜负,gūfù
辞,cí
辞职,cízhí
辣,là
辣椒,làjiāo
辩别,biànbié
辩护,biànhù
辩解,biànjiě
辩认,biànrèn
辩论,biànlùn
辩证,biànzhèng
辩证法,biànzhèngfǎ
辫子,biànzi
边,biān
边_边_,biān_biān_
边境,biānjìng
边界,biānjiè
边疆,biānjiāng
边缘,biānyuán
边防,biānfáng
辽阔,liáokuò
达,dá
达到,dádào
达成,dáchéng
迁,qiān
迁就,qiānjiù
迅速,xùnsù
过,guò
过于,guòyú
过分,guòfèn
过去,guòqù
过后,guòhòu
过失,guòshī
过年,guònián
过度,guòdù
过来,guòlái
过渡,guòdù
过滤,guòlǜ
过程,guòchéng
过问,guòwèn
迈,mài
迎,yíng
迎接,yíngjiē
迎面,yíngmiàn
运,yùn
运动,yùndòng
运动会,yùndònghuì
运动员,yùndòngyuán
运气,yùnqi
运用,yùnyòng
运算,yùnsuàn
运行,yùnxíng
运转,yùnzhuàn
运输,yùnshū
运送,yùnsòng
近,jìn
近代,jìndài
近似,jìnsì
近年,jìnnián
近期,jìnqī
近来,jìnlái
近视,jìnshi
返,fǎn
返回,fǎnhuí
还,huàn
还原,huányuán
还是,háishì
这,zhè
这个,zhège
这么,zhème
这么着,zhèmezhe
这些,zhèxiē
这会儿,zhèhuìr
这样,zhèyàng
这样一来,zhèyàngyīlái
这边,zhèbiān
这里,zhèli
进,jìn
进一步,jìnyībù
进修,jìnxiū
进入,jìnrù
进军,jìnjūn
进化,jìnhuà
进去,jìnqù
进取,jìnqǔ
进口,jìnkǒu
进展,jìnzhǎn
进攻,jìngōng
进来,jìnlái
进步,jìnbù
进程,jìnchéng
进而,jìn'ér
进行,jìnxíng
远,yuǎn
远大,yuǎndà
远方,yuǎnfāng
远景,yuǎnjǐng
远销,yuǎnxiāo
违反,wéifǎn
违法,wéifǎ
违犯,wéifàn
违背,wéibèi
连,lián
连_带_,lián_dài_
连_都_,lián_dōu
连同,liántóng
连夜,liányè
连年,liánnián
连忙,liánmáng
连接,liánjiē
连滚带爬,liángǔndàipá
连续,liánxù
连续剧,liánxùjù
连绵,liánmián
连连,liánlián
连队,liánduì
迟,chí
迟到,chídào
迟疑,chíyí
迟缓,chíhuǎn
迫使,pòshǐ
迫切,pòqiè
迫害,pòhài
迷,mí
迷信,míxìn
迷失,míshī
迷惑,míhuo
迷糊,míhu
迹象,jìxiàng
追,zhuī
追悼,zhuīdào
追查,zhuīchá
追求,zhuīqiú
追究,zhuījiū
追赶,zhuīgǎn
追问,zhuīwèn
退,tuì
退休,tuìxiū
退出,tuìchū
退步,tuìbù
退还,tuìhuán
送,sòng
送礼,sònglǐ
送行,sòngxíng
适合,shìhé
适宜,shìyí
适应,shìyìng
适当,shìdàng
逃,táo
逃荒,táohuāng
逃走,táozǒu
逃跑,táopǎo
逃避,táobì
逆流,nìliú
选,xuǎn
选举,xuǎnjǔ
选修,xuǎnxiū
选取,xuǎnqǔ
选定,xuǎndìng
选手,xuǎnshǒu
选拔,xuǎnbá
选择,xuǎnzé
选民,xuǎnmín
选用,xuǎnyòng
选集,xuǎnjí
透,tòu
透彻,tòuchè
透明,tòumíng
透明度,tòumíngdù
逐年,zhúnián
逐步,zhúbù
逐渐,zhújiàn
递,dì
递交,dìjiāo
递增,dìzēng
途径,tújìng
逗,dòu
通,tōng
通俗,tōngsú
通信,tōngxìn
通告,tōnggào
通商,tōngshāng
通常,tōngcháng
通报,tōngbào
通用,tōngyòng
通知,tōngzhī
通红,tōnghóng
通航,tōngháng
通行,tōngxíng
通讯,tōngxùn
通讯社,tōngxùnshè
通货膨胀,tōnghuòpéngzhàng
通过,tōngguò
通道,tōngdào
通顺,tōngshùn
通风,tōngfēng
逛,guàng
逝世,shìshì
速度,sùdù
速成,sùchéng
造,zào
造价,zàojià
造反,zàofǎn
造句,zàojù
造型,zàoxíng
逢,féng
逮捕,dàibǔ
逻辑,luóji
逼,bī
逼近,bījìn
逼迫,bīpò
遇,yù
遇到,yùdào
遇见,yùjiàn
遍,biàn
遍地,biàndì
道,dào
道德,dàodé
道歉,dàoqiàn
道理,dàolǐ
道路,dàolù
遗产,yíchǎn
遗传,yíchuán
遗体,yítǐ
遗址,yízhǐ
遗失,yíshī
遗憾,yíhàn
遗留,yíliú
遥控,yáokòng
遥远,yáoyuǎn
遭,zāo
遭到,zāodào
遭受,zāoshòu
遭殃,zāoyāng
遭遇,zāoyù
遮,zhē
遵守,zūnshǒu
遵循,zūnxún
遵照,zūnzhào
避,bì
避免,bìmiǎn
邀,yāo
邀请,yāoqǐng
那,nà
那个,nàge
那么,nàme
那些,nàxiē
那时,nàshí
那样,nàyàng
那边,nàbiān
那里,nàli
邪,xié
邮包,yóubāo
邮寄,yóujì
邮局,yóujú
邮政,yóuzhèng
邮电,yóudiàn
邮票,yóupiào
邮购,yóugòu
邻,lín
邻国,línguó
邻居,línjū
郊区,jiāoqū
郑重,zhèngzhòng
部,bù
部件,bùjiàn
部位,bùwèi
部分,bùfen
部署,bùshǔ
部长,bùzhǎng
部门,bùmén
部队,bùduì
都,dōu
都市,dūshì
酌情,zhuóqíng
配,pèi
配偶,pèi'ǒu
配合,pèihé
配备,pèibèi
配套,pèitào
配方,pèifāng
酒,jiǔ
酒会,jiǔhuì
酒店,jiǔdiàn
酒精,jiǔjīng
酗酒,xùjiǔ
酝酿,yùnniàng
酱,jiàng
酱油,jiàngyóu
酸,suān
酿,niàng
醉,zuì
醋,cù
醒,xǐng
采,cǎi
采取,cǎiqǔ
采用,cǎiyòng
采纳,cǎinà
采访,cǎifǎng
采购,cǎigòu
采集,cǎijí
释放,shìfàng
里,lǐ
里头,lǐtou
里边,lǐbiān
里面,lǐmiàn
重,zhòng
重叠,chóngdié
重型,zhòngxíng
重复,chóngfù
重大,zhòngdà
重工业,zhònggōngyè
重心,zhòngxīn
重新,chóngxīn
重点,zhòngdiǎn
重申,chóngshēn
重要,zhòngyào
重视,zhòngshì
重量,zhòngliàng
野,yě
野兽,yěshòu
野外,yěwài
野心,yěxīn
野生,yěshēng
野蛮,yěmán
量,liáng
金,jīn
金属,jīnshǔ
金牌,jīnpái
金融,jīnróng
金钱,jīnqián
金额,jīn'é
金鱼,jīnyú
金黄,jīnhuáng
鉴于,jiànyú
鉴别,jiànbié
鉴定,jiàndìng
针,zhēn
针对,zhēnduì
针灸,zhēnjiǔ
钉,dīng
钉子,dīngzi
钓,diào
钙,gài
钞票,chāopiào
钟,zhōng
钟头,zhōngtóu
钟点,zhōngdiǎn
钟表,zhōngbiǎo
钢,gāng
钢材,gāngcái
钢琴,gāngqín
钢笔,gāngbǐ
钥匙,yàoshi
钦佩,qīnpèi
钩,gōu
钩子,gōuzi
钱,qián
钳子,qiánzi
钻,zuān
钻石,zuànshí
钻研,zuānyán
铀,yóu
铁,tiě
铁路,tiělù
铁道,tiědào
铁饭碗,tiěfànwǎn
铃,líng
铅,qiān
铅笔,qiānbǐ
铜,tóng
铝,lǚ
铲,chǎn
银,yín
银幕,yínmù
银行,yínháng
铸,zhù
铸造,zhùzào
铺,pū
链子,liànzi
销,xiāo
销售,xiāoshòu
销毁,xiāohuǐ
销路,xiāolù
锁,suǒ
锄,chú
锅,guō
锅炉,guōlú
锈,xiù
锋利,fēnglì
锌,xīn
锐利,ruìlì
错,cuò
错字,cuòzì
错误,cuòwù
锡,xī
锣,luó
锤,chuí
锦绣,jǐnxiù
键盘,jiànpán
锯,jù
锹,qiāo
锻炼,duànliàn
镀,dù
镁,měi
镇,zhèn
镇压,zhènyā
镇定,zhèndìng
镇静,zhènjìng
镜头,jìngtóu
镜子,jìngzi
镰刀,liándāo
镶,xiāng
长,zhǎng
长久,chángjiǔ
长处,chángchu
长寿,chángshòu
长度,chángdù
长征,chángzhēng
长期,chángqī
长短,chángduǎn
长远,chángyuǎn
长途,chángtú
门,mén
门口,ménkǒu
门市部,ménshìbù
门当户对,méndānghùduì
门诊,ménzhěn
闪,shǎn
闪烁,shǎnshuò
闪电,shǎndiàn
闪耀,shǎnyào
闭,bì
闭塞,bìsè
闭幕,bìmù
闭幕式,bìmùshì
问,wèn
问世,wènshì
问候,wènhòu
问好,wènhǎo
问答,wèndá
问题,wèntí
闯,chuǎng
闲,xián
闲话,xiánhuà
间,jiān
间接,jiànjiē
间隔,jiàngé
闷,mèn
闸,zhá
闹,nào
闹事,nàoshì
闹着玩儿,nàozhewánr
闹笑话,nàoxiàohuà
闺女,guīnv
闻,wén
闻名,wénmíng
阅,yuè
阅览室,yuèlǎnshì
阅读,yuèdú
阐明,chǎnmíng
阐述,chǎnshù
阔,kuò
队,duì
队伍,duìwu
队员,duìyuán
队长,duìzhǎng
防,fáng
防守,fángshǒu
防御,fángyù
防护,fánghù
防止,fángzhǐ
防汛,fángxùn
防治,fángzhì
防疫,fángyì
防线,fángxiàn
阳,yáng
阳光,yángguāng
阴,yīn
阴天,yīntiān
阴暗,yīn'àn
阴谋,yīnmóu
阵,zhèn
阵地,zhèndì
阵容,zhènróng
阵线,zhènxiàn
阵营,zhènyíng
阶层,jiēcéng
阶段,jiēduàn
阶级,jiējí
阻力,zǔlì
阻拦,zǔlán
阻挠,zǔnáo
阻挡,zǔdǎng
阻止,zǔzhǐ
阻碍,zǔ'ài
阿,ā
阿姨,āyí
阿拉伯语,ālābóyǔ
附加,fùjiā
附和,fùhè
附属,fùshǔ
附带,fùdài
附近,fùjìn
陆,liù
陆军,lùjūn
陆地,lùdì
陆续,lùxù
陈列,chénliè
陈旧,chénjiù
陈述,chénshù
陌生,mòshēng
降,jiàng
降临,jiànglín
降价,jiàngjià
降低,jiàngdī
降落,jiàngluò
限,xiàn
限于,xiànyú
限制,xiànzhì
限度,xiàndù
限期,xiànqī
陕,Shǎn
陡,dǒu
院,yuàn
院子,yuànzi
院长,yuànzhǎng
除,chú
除了_以外,chúle_yǐwài
除夕,chúxī
除外,chúwài
除此之外,chúcǐzhīwài
除非,chúfēi
险,xiǎn
陪,péi
陪同,péitóng
陶瓷,táocí
陷,xiàn
陷入,xiànrù
陷害,xiànhài
隆重,lóngzhòng
随,suí
随便,suíbiàn
随即,suíjí
随后,suíhòu
随意,suíyì
随手,suíshǒu
随时,suíshí
随着,suízhe
隐瞒,yǐnmán
隐约,yǐnyuē
隐蔽,yǐnbì
隐藏,yǐncáng
隔,gé
隔壁,gébì
隔离,gélí
隔绝,géjué
隔阂,géhé
障碍,zhàng'ài
隧道,suìdào
难,nán
难以,nányǐ
难免,nánmiǎn
难关,nánguān
难受,nánshòu
难堪,nánkān
难度,nándù
难得,nándé
难怪,nánguài
难民,nànmín
难看,nánkàn
难过,nánguò
难道,nándào
难题,nántí
雄,xióng
雄伟,xióngwěi
雄厚,xiónghòu
雄壮,xióngzhuàng
集,jí
集中,jízhōng
集会,jíhuì
集体,jítǐ
集合,jíhé
集团,jítuán
集市,jíshì
集资,jízī
集邮,jíyóu
雇,gù
雇佣,gùyōng
雇员,gùyuán
雌,cí
雕刻,diāokè
雕塑,diāosù
雨,yǔ
雨伞,yǔsǎn
雨水,yǔshuǐ
雨衣,yǔyī
雪,xuě
雪白,xuěbái
雪花,xuěhuā
零,líng
零件,língjiàn
零售,língshòu
零星,língxīng
零碎,língsuì
零钱,língqián
雷,léi
雷达,léidá
雷雨,léiyǔ
雹子,báozi
雾,wù
需,xū
需求,xūqiú
需要,xūyào
震,zhèn
震动,zhèndòng
震惊,zhènjīng
震荡,zhèndàng
霉,méi
霜,shuāng
霞,xiá
露,lòu
露面,lòumiàn
霸占,bàzhàn
霸权,bàquán
霸道,bàdào
青,qīng
青年,qīngnián
青春,qīngchūn
青菜,qīngcài
青蛙,qīngwā
静,jìng
静悄悄,jìngqiāoqiāo
非,fēi
非_不可,fēi_bùkě
非常,fēicháng
非法,fēifǎ
靠,kào
靠近,kàojìn
面,miàn
面临,miànlín
面前,miànqián
面包,miànbāo
面包车,miànbāochē
面子,miànzi
面孔,miànkǒng
面容,miànróng
面对,miànduì
面条儿,miàntiáor
面目,miànmù
面积,miànji
面粉,miànfěn
面貌,miànmào
面面俱到,miànmiànjùdào
革命,gémìng
革新,géxīn
靴子,xuēzi
鞋,xié
鞠躬,jūgōng
鞭子,biānzi
鞭炮,biānpào
鞭策,biāncè
音,yīn
音乐,yīnyuè
音响,yīnxiǎng
页,yè
顶,dǐng
顶点,dǐngdiǎn
顶端,dǐngduān
项,xiàng
项目,xiàngmù
项链,xiàngliàn
顺,shùn
顺便,shùnbiàn
顺利,shùnlì
顺序,shùnxù
顺手,shùnshǒu
须,xū
须知,xūzhī
顽固,wángù
顽强,wánqiáng
顾,gù
顾不得,gùbude
顾全大局,gùquándàjú
顾客,gùkè
顾虑,gùlǜ
顾问,gùwèn
顿,dùn
顿时,dùnshí
颁发,bānfā
颁布,bānbù
预习,yùxí
预先,yùxiān
预告,yùgào
预备,yùbèi
预定,yùdìng
预报,yùbào
预料,yùliào
预期,yùqī
预测,yùcè
预祝,yùzhù
预算,yùsuàn
预约,yùyuē
预见,yùjiàn
预言,yùyán
预计,yùjì
预订,yùdìng
预赛,yùsài
预防,yùfáng
领,lǐng
领事,lǐngshì
领会,lǐnghuì
领先,lǐngxiān
领土,lǐngtǔ
领域,lǐngyù
领子,lǐngzi
领导,lǐngdǎo
领袖,lǐngxiù
颇,pō
颈,jǐng
颊,jiá
频率,pínlǜ
频繁,pínfán
颗,kē
颗粒,kēlì
题,tí
题材,tícái
题目,tímù
颜色,yánsè
额,é
额外,éwài
颠倒,diāndǎo
颠簸,diānbǒ
颠覆,diānfù
颤,chàn
颤动,chàndòng
颤抖,chàndǒu
风,fēng
风俗,fēngsú
风光,fēngguāng
风力,fēnglì
风味,fēngwèi
风尚,fēngshàng
风度,fēngdù
风景,fēngjǐng
风暴,fēngbào
风格,fēnggé
风气,fēngqì
风沙,fēngshā
风浪,fēnglàng
风筝,fēngzheng
风趣,fēngqù
风险,fēngxiǎn
飘,piāo
飘扬,piāoyáng
飞,fēi
飞快,fēikuài
飞机,fēijī
飞翔,fēixiáng
飞舞,fēiwǔ
飞船,fēichuán
飞行,fēixíng
飞跃,fēiyuè
食,shí
食品,shípǐn
食堂,shítáng
食欲,shíyù
食物,shíwù
食用,shíyòng
餐,cān
餐厅,cāntīng
餐车,cānchē
饥饿,jī'è
饭,fàn
饭店,fàndiàn
饭碗,fànwǎn
饭馆,fànguǎn
饮,yǐn
饮料,yǐnliào
饮水思源,yǐnshuǐsīyuán
饮食,yǐnshí
饱,bǎo
饱和,bǎohé
饱满,bǎomǎn
饲养,sìyǎng
饲料,sìliào
饶,ráo
饺子,jiǎozi
饼,bǐng
饼干,bǐnggān
饿,è
馅儿,xiànr
馆,guǎn
馋,chán
馋言,chányán
馒头,mántou
首,shǒu
首先,shǒuxiān
首创,shǒuchuàng
首席,shǒuxí
首相,shǒuxiàng
首脑,shǒunǎo
首要,shǒuyào
首都,shǒudū
首长,shǒuzhǎng
首领,shǒulǐng
香,xiāng
香味,xiāngwèi
香烟,xiāngyān
香皂,xiāngzào
香肠,xiāngcháng
香蕉,xiāngjiāo
马,mǎ
马上,mǎshàng
马克,mǎkè
马克思主义,mǎkèsīzhǔyì
马力,mǎlì
马戏,mǎxì
马虎,mǎhu
马路,mǎlù
马车,mǎchē
马达,mǎdá
马铃薯,mǎlíngshǔ
驮,tuó
驱逐,qūzhú
驳斥,bóchì
驴,lǘ
驶,shǐ
驻,zhù
驻扎,zhùzhā
驾,jià
驾驶,jiàshǐ
骂,mà
骄傲,jiāo'ào
骆驼,luòtuo
验,yàn
验收,yànshōu
验证,yànzhèng
骑,qí
骗,piàn
骡子,luózi
骨,gǔ
骨头,gǔtou
骨干,gǔgàn
骨肉,gǔròu
高,gāo
高中,gāozhōng
高产,gāochǎn
高低,gāodī
高兴,gāoxìng
高压,gāoyā
高原,gāoyuán
高大,gāodù
高尚,gāoshàng
高峰,gāofēng
高度,gāndù
高明,gāomíng
高档,gāodàng
高涨,gāozhǎng
高温,gāowēn
高潮,gāocháo
高烧,gāoshāo
高空,gāokōng
高等,gāoděng
高粱,gāoliang
高级,gāojí
高考,gāokǎo
高血压,gāoxuèyā
高贵,gāoguì
高超,gāochāo
高速,gāosù
鬼,guǐ
鬼子,guǐzi
魔术,móshù
魔鬼,móguǐ
鱼,yú
鲜,xiān
鲜明,xiānmíng
鲜红,xiānhóng
鲜艳,xiānyàn
鲜花,xiānhuā
鲜血,xiānxuè
鲸鱼,jīngyú
鸟,niǎo
鸡,jī
鸡蛋,jīdàn
鸣,míng
鸦片,yāpiàn
鸭子,yāzi
鸽子,gēzi
鹅,é
鹰,yīng
鹿,lù
麻,má
麻木,mámù
麻烦,máfan
麻痹,mábì
麻袋,mádài
麻醉,mázuì
麻雀,máquè
黄,huáng
黄昏,huánghūn
黄油,huángyóu
黄瓜,huánggua
黄色,huángsè
黄金,huángjīn
黎明,límíng
黑,hēi
黑夜,hēiyè
黑暗,hēi'àn
黑板,hēibǎn
黑白,hēibái
默默,mòmò
鼓,gǔ
鼓动,gǔdòng
鼓励,gǔlì
鼓吹,gǔchuī
鼓掌,gǔzhǎng
鼓舞,gǔwǔ
鼻子,bízi
鼻涕,bíti
齐,qí
齐全,qíquán
齿轮,chǐlún
龙,lóng
龙头,lóngtóu
龟,guī
